loop-location,loop-absolute-size,loop-iterator-size,loop-payload-fraction,loop-proper-sccs-number,loop-proper-sccs-ddg-number,loop-proper-sccs-mdg-number,loop-critical-payload-fraction,loop-depth,loop-inner-loop-num,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,iterator-total-dependencies-number,iterator-true-dependencies-number,iterator-anti-dependencies-number,iterator-output-dependencies-number,iterator-cross-dependencies-number,iterator-conf-dependencies-number,iterator-reg-dependencies-number,iterator-mem-dependencies-number,iterator-cntl-dependencies-number,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,payload-conf-dependencies-number,payload-reg-dependencies-number,payload-mem-dependencies-number,payload-cntl-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,critical-payload-conf-dependencies-number,critical-payload-reg-dependencies-number,critical-payload-mem-dependencies-number,critical-payload-cntl-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-mem-read-count,iterator-mem-read-fraction,iterator-call-count,iterator-call-fraction,iterator-branch-count,iterator-branch-fraction,iterator-getelemptr-count,iterator-getelemptr-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-mem-read-count,payload-mem-read-fraction,payload-call-count,payload-call-fraction,payload-branch-count,payload-branch-fraction,payload-getelemptr-count,payload-getelemptr-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-mem-read-count,critical-payload-mem-read-fraction,critical-payload-call-count,critical-payload-call-fraction,critical-payload-branch-count,critical-payload-branch-fraction,critical-payload-getelemptr-count,critical-payload-getelemptr-fraction
benchmarks/snu-npb/nauseous/BT/src/y_solve.c(383),61,6,0.9016,0,0,0,0,5,0,0.4634,0.01626,0.01626,0,0,0,13,5,1,1,0,0,4,3,6,53,52,0,1,0,0,52,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.01818,18,0.3273,0,0,2,0.03636,16,0.2909,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(69),2986,153,0.9488,2,0,0,0.004942,1,7,0.328,0.1046,0.09535,0.01593,0.008222,0.008094,533,47,304,7,0,0,29,329,175,7784,3459,719,3532,0,0,2658,5052,74,30,12,1,3,0,0,8,8,8,4,0.02614,129,0.8431,0,0,6,0.03922,0,0,150,0.05295,716,0.2527,8,0.002824,25,0.008825,1058,0.3735,3,0.2143,5,0.3571,0,0,2,0.03922,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(70),2974,5,0.9983,6,0,0,0.04143,2,6,0.008411,8.17E-05,8.17E-05,0.3548,0.1268,0.1197,9,4,0,0,0,0,4,0,5,12134,4217,1476,3551,0,0,2791,6453,2890,567,167,293,18,0,0,25,453,453,0,0,2,0.4,0,0,1,0.2,0,0,152,0.0512,840,0.2829,8,0.002695,26,0.008757,1058,0.3563,8,0.06504,97,0.7886,0,0,6,0.2,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(71),915,7,0.9923,0,0,0,0,3,0,0.3909,0.03525,0.03525,0,0,0,15,7,0,1,0,0,5,3,7,1540,872,15,653,0,0,853,687,0,0,0,0,0,0,0,0,0,0,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,53,0.05837,281,0.3095,0,0,2,0.002203,307,0.3381,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(151),1813,5,0.9972,0,0,0,0,3,0,0.2684,0.0001484,0.0001484,0,0,0,9,4,0,0,0,0,4,0,5,4922,1801,268,2853,0,0,1728,3194,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2,0,0,78,0.04314,485,0.2683,0,0,2,0.001106,675,0.3733,0,0,0,0,0,0,0,0.2,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(343),75,8,0.8933,0,0,0,0,3,0,0.4903,0.05806,0.05806,0,0,0,17,8,0,1,0,0,6,3,8,62,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0.125,3,0.375,0,0,1,0.125,0,0,3,0.04478,18,0.2687,3,0.04478,2,0.02985,30,0.4478,0,0,0,0,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(395),81,23,0.716,0,0,0,0,3,2,0.3989,0.08197,0.06011,0,0,0,59,18,7,5,0,0,12,18,29,51,48,1,2,0,0,48,3,0,0,0,0,0,0,0,0,0,0,4,0.1739,10,0.4348,0,0,3,0.1304,0,0,2,0.03448,14,0.2414,0,0,8,0.1379,16,0.2759,0,0,0,0,0,0,0,0.1304,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(396),71,13,0.8169,0,0,0,0,4,1,0.4342,0.05263,0.04605,0,0,0,31,11,2,2,0,0,8,7,16,55,52,1,2,0,0,51,4,0,0,0,0,0,0,0,0,0,0,2,0.1538,5,0.3846,0,0,2,0.1538,0,0,2,0.03448,17,0.2931,0,0,5,0.08621,16,0.2759,0,0,0,0,0,0,0,0.1538,0,0
benchmarks/snu-npb/nauseous/BT/src/z_solve.c(397),61,6,0.9016,0,0,0,0,5,0,0.4634,0.01626,0.01626,0,0,0,13,5,1,1,0,0,4,3,6,53,52,0,1,0,0,52,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.01818,18,0.3273,0,0,2,0.03636,16,0.2909,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/common/randdp.c(122),67,7,0.8955,0,0,0,0,1,0,0.3885,0.006369,0.006369,0,0,0,15,7,0,1,0,0,5,3,7,81,59,4,11,0,7,48,33,0,0,0,0,0,0,0,0,0,0,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,10,0.1667,24,0.4,0,0,2,0.03333,1,0.01667,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(384),46,11,0.7609,0,0,0,0,1,0,0.2772,0.0396,0.0198,0,0,0,23,7,4,1,0,0,6,6,11,50,30,6,3,0,0,24,15,11,0,0,0,0,0,0,0,0,0,1,0.09091,5,0.4545,0,0,2,0.1818,0,0,6,0.1714,17,0.4857,4,0.1143,6,0.1714,2,0.05714,0,0,0,0,0,0,0,0.1818,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(296),100,3,0.97,3,0,0,0.2268,1,2,0.1846,0.003846,0.003846,0.285,0.1014,0.09179,5,2,0,0,0,0,2,0,3,207,98,23,22,0,0,64,79,64,43,21,1,4,0,0,16,10,10,0,0,1,0.3333,0,0,1,0.3333,0,0,18,0.1856,37,0.3814,6,0.06186,16,0.1649,6,0.06186,3,0.1364,9,0.4091,0,0,2,0.3333,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(312),36,10,0.7222,0,0,0,0,2,0,0.3896,0.05195,0.05195,0,0,0,21,10,0,1,0,0,8,3,10,26,22,2,2,0,0,22,4,0,0,0,0,0,0,0,0,0,0,1,0.1,4,0.4,0,0,1,0.1,0,0,2,0.07692,10,0.3846,0,0,2,0.07692,4,0.1538,0,0,0,0,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(327),22,10,0.5455,0,0,0,0,2,0,0.3111,0.04444,0.04444,0,0,0,21,10,0,1,0,0,8,3,10,10,9,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0.1,4,0.4,0,0,1,0.1,0,0,1,0.08333,4,0.3333,0,0,2,0.1667,2,0.1667,0,0,0,0,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(279),12,6,0.5,0,0,0,0,1,0,0.2917,0.04167,0.04167,0,0,0,13,6,0,1,0,0,4,3,6,4,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.1667,1,0.1667,0,0,2,0.3333,1,0.1667,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(246),77,3,0.961,3,0,0,0.473,1,2,0.1416,0.004566,0.004566,0.2842,0.1202,0.08743,5,2,0,0,0,0,2,0,3,183,77,27,21,0,0,52,73,58,96,36,22,14,0,0,21,51,51,0,0,1,0.3333,0,0,1,0.3333,0,0,13,0.1757,26,0.3514,2,0.02703,10,0.1351,6,0.08108,8,0.2286,16,0.4571,1,0.02857,2,0.3333,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(260),36,10,0.7222,0,0,0,0,2,0,0.3896,0.05195,0.05195,0,0,0,21,10,0,1,0,0,8,3,10,26,22,2,2,0,0,22,4,0,0,0,0,0,0,0,0,0,0,1,0.1,4,0.4,0,0,1,0.1,0,0,2,0.07692,10,0.3846,0,0,2,0.07692,4,0.1538,0,0,0,0,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(270),22,10,0.5455,0,0,0,0,2,0,0.3111,0.04444,0.04444,0,0,0,21,10,0,1,0,0,8,3,10,10,9,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0.1,4,0.4,0,0,1,0.1,0,0,1,0.08333,4,0.3333,0,0,2,0.1667,2,0.1667,0,0,0,0,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(232),28,7,0.75,0,0,0,0,1,0,0.3729,0.01695,0.01695,0,0,0,13,6,0,0,0,0,6,0,7,24,14,5,5,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4286,0,0,1,0.1429,0,0,5,0.2381,5,0.2381,0,0,2,0.09524,4,0.1905,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(229),12,6,0.5,0,0,0,0,1,0,0.2917,0.04167,0.04167,0,0,0,13,6,0,1,0,0,4,3,6,4,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.1667,1,0.1667,0,0,2,0.3333,1,0.1667,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(220),41,11,0.7317,1,0,0,0.4333,1,1,0.1771,0.02083,0.01042,0.2679,0.07143,0.03571,23,10,1,1,0,0,8,4,11,56,27,2,4,0,0,21,12,23,30,13,2,3,0,0,9,9,9,1,0.09091,5,0.4545,0,0,1,0.09091,0,0,3,0.1,9,0.3,0,0,6,0.2,4,0.1333,2,0.1538,5,0.3846,0,0,1,0.09091,1,0.07692
benchmarks/snu-npb/nauseous/CG/src/cg.c(221),23,8,0.6522,1,0,0,0.2,2,0,0.3404,0.02128,0.02128,0.125,0.125,0.125,15,7,0,0,0,0,7,0,8,16,13,1,2,0,0,11,5,0,4,3,0,1,0,0,2,2,2,0,0,3,0.375,0,0,1,0.125,1,0.125,2,0.1333,5,0.3333,0,0,2,0.1333,2,0.1333,1,0.3333,1,0.3333,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(140),10,6,0.4,0,0,0,0,1,0,0.2632,0.05263,0.05263,0,0,0,13,6,0,1,0,0,4,3,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.25,2,0.5,1,0.25,2,0.5,0,0,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(637),64,42,0.3438,0,0,0,0,1,1,0.2108,0.07831,0.07229,0,0,0,115,39,12,7,0,11,33,36,46,16,14,0,1,0,1,14,2,0,0,0,0,0,0,0,0,0,0,6,0.1429,17,0.4048,0,0,2,0.04762,6,0.1429,3,0.1364,9,0.4091,2,0.09091,5,0.2273,5,0.2273,0,0,0,0,0,0,0,0.04762,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(643),34,32,0.05882,0,0,0,0,2,0,0.02564,0,0,0,0,0,76,31,3,3,0,7,28,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09375,13,0.4062,0,0,1,0.03125,6,0.1875,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.03125,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(630),8,4,0.5,0,0,0,0,1,0,0.3125,0.0625,0.0625,0,0,0,7,3,0,0,0,0,3,0,4,4,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,1,0.25,0,0,1,0.25,1,0.25,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(570),30,7,0.7667,2,0,0,0.3478,1,0,0.3636,0.01515,0.01515,0.2414,0.2414,0.1034,13,6,0,0,0,0,6,0,7,29,20,4,3,0,2,18,11,0,10,7,0,2,0,1,5,5,5,0,0,3,0.4286,0,0,1,0.1429,0,0,3,0.1304,10,0.4348,0,0,2,0.08696,2,0.08696,2,0.25,3,0.375,0,0,0,0.1429,1,0.125
benchmarks/snu-npb/nauseous/CG/src/cg.c(559),58,53,0.08621,0,0,0,0,1,1,0.03226,0,0,0,0,0,150,58,4,8,0,18,45,43,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1132,24,0.4528,0,0,2,0.03774,6,0.1132,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.03774,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(561),32,14,0.5625,1,0,0,0.1667,2,0,0.303,0.0303,0,0.05882,0.05882,0,29,11,3,1,0,0,10,5,14,17,16,0,1,0,0,15,2,0,4,3,0,1,0,0,2,2,2,1,0.07143,7,0.5,0,0,1,0.07143,1,0.07143,1,0.05556,7,0.3889,0,0,2,0.1111,3,0.1667,1,0.3333,1,0.3333,0,0,0,0.07143,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(445),219,7,0.968,2,0,0,0.7736,1,6,0.04941,0,0,0.06607,0.03661,0.02857,15,7,0,1,0,0,5,3,7,1120,274,175,74,0,400,161,762,197,882,223,140,57,0,302,133,589,589,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,25,0.1179,86,0.4057,0,0,26,0.1226,19,0.08962,19,0.1159,75,0.4573,0,0,6,0.1429,17,0.1037
benchmarks/snu-npb/nauseous/CG/src/cg.c(458),58,53,0.08621,0,0,0,0,2,1,0.03226,0,0,0,0,0,150,58,4,8,0,18,45,43,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1132,24,0.4528,0,0,2,0.03774,6,0.1132,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.03774,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(508),26,10,0.6154,1,0,0,0.1875,2,0,0.3571,0.07143,0.07143,0.06667,0.06667,0,21,10,0,1,0,0,8,3,10,15,14,0,1,0,0,13,2,0,4,3,0,1,0,0,2,2,2,1,0.1,4,0.4,0,0,1,0.1,0,0,1,0.0625,7,0.4375,0,0,2,0.125,2,0.125,1,0.3333,1,0.3333,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(527),48,10,0.7917,1,0,0,0.7368,2,0,0.4265,0.1471,0.1471,0.1404,0.1404,0,21,10,0,1,0,0,8,3,10,57,34,0,2,0,21,34,23,0,49,26,0,2,0,21,26,23,23,1,0.1,4,0.4,0,0,1,0.1,0,0,2,0.05263,18,0.4737,0,0,2,0.05263,6,0.1579,2,0.07143,10,0.3571,0,0,0,0.1,6,0.2143
benchmarks/snu-npb/nauseous/CG/src/cg.c(536),26,10,0.6154,1,0,0,0.1875,2,0,0.3571,0.07143,0.07143,0.06667,0.06667,0,21,10,0,1,0,0,8,3,10,15,14,0,1,0,0,13,2,0,4,3,0,1,0,0,2,2,2,1,0.1,4,0.4,0,0,1,0.1,0,0,1,0.0625,7,0.4375,0,0,2,0.125,2,0.125,1,0.3333,1,0.3333,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(548),30,28,0.06667,0,0,0,0,2,0,0.02703,0,0,0,0,0,72,28,2,2,0,12,25,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07143,13,0.4643,0,0,1,0.03571,3,0.1071,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.03571,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(460),32,14,0.5625,1,0,0,0.1667,3,0,0.303,0.0303,0,0.05882,0.05882,0,29,11,3,1,0,0,10,5,14,17,16,0,1,0,0,15,2,0,4,3,0,1,0,0,2,2,2,1,0.07143,7,0.5,0,0,1,0.07143,1,0.07143,1,0.05556,7,0.3889,0,0,2,0.1111,3,0.1667,1,0.3333,1,0.3333,0,0,0,0.07143,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(436),26,10,0.6154,1,0,0,0.1875,1,0,0.3571,0.07143,0.07143,0.06667,0.06667,0,21,10,0,1,0,0,8,3,10,15,14,0,1,0,0,13,2,0,4,3,0,1,0,0,2,2,2,1,0.1,4,0.4,0,0,1,0.1,0,0,1,0.0625,7,0.4375,0,0,2,0.125,2,0.125,1,0.3333,1,0.3333,0,0,0,0.1,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(425),40,38,0.05,0,0,0,0,1,0,0.01418,0,0,0,0,0,139,40,0,5,0,56,32,69,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1316,17,0.4474,0,0,1,0.02632,6,0.1579,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02632,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(840),62,14,0.7742,1,0,0,0.3333,1,1,0.2727,0.04196,0.04196,0.09091,0.03896,0.03896,27,11,1,1,0,0,10,3,14,77,34,6,11,0,7,30,28,19,36,16,2,3,0,0,12,9,9,1,0.07143,6,0.4286,0,0,3,0.2143,0,0,12,0.25,20,0.4167,3,0.0625,9,0.1875,3,0.0625,2,0.125,7,0.4375,0,0,2,0.2143,1,0.0625
benchmarks/snu-npb/nauseous/CG/src/cg.c(854),17,15,0.1176,0,0,0,0,2,0,0.06061,0,0,0,0,0,31,15,0,1,0,0,12,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06667,7,0.4667,0,0,2,0.1333,1,0.06667,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.1333,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(887),26,22,0.1538,0,0,0,0,1,0,0.07547,0,0,0,0,0,48,19,3,2,0,2,18,8,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.09091,11,0.5,0,0,2,0.09091,2,0.09091,1,0.25,0,0,0,0,3,0.75,0,0,0,0,0,0,0,0,0,0.09091,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(817),27,25,0.07407,0,0,0,0,1,0,0.0303,0,0,0,0,0,64,23,4,2,0,10,22,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,11,0.44,0,0,1,0.04,3,0.12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.04,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(803),82,48,0.4146,0,0,0,0,1,1,0.3571,0.2222,0.2024,0,0,0,120,39,4,6,0,19,35,33,52,42,23,1,5,0,13,22,20,0,0,0,0,0,0,0,0,0,0,5,0.1042,25,0.5208,0,0,3,0.0625,5,0.1042,5,0.1471,9,0.2647,0,0,7,0.2059,4,0.1176,0,0,0,0,0,0,0,0.0625,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(811),32,27,0.1562,0,0,0,0,2,0,0.08235,0.02353,0.02353,0,0,0,74,27,0,3,0,17,23,24,27,4,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0.1111,13,0.4815,0,0,1,0.03704,4,0.1481,1,0.2,1,0.2,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0.03704,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(799),26,24,0.07692,0,0,0,0,1,0,0.03125,0,0,0,0,0,62,26,0,2,0,10,21,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08333,11,0.4583,0,0,1,0.04167,3,0.125,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.04167,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(740),242,183,0.2438,2,0,0,0.1186,1,4,0.1424,0.08981,0.08543,0.1754,0.1053,0.05263,726,188,26,27,0,273,150,364,212,57,34,1,8,0,3,29,17,11,9,7,0,2,0,0,5,4,4,19,0.1038,83,0.4536,0,0,10,0.05464,25,0.1366,7,0.1186,15,0.2542,0,0,23,0.3898,3,0.05085,2,0.2857,2,0.2857,0,0,0,0.05464,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(741),227,175,0.2291,0,0,0,0,2,3,0.1738,0.1217,0.117,0,0,0,664,185,18,27,0,238,143,325,196,49,29,2,6,0,5,28,14,7,0,0,0,0,0,0,0,0,0,18,0.1029,79,0.4514,0,0,10,0.05714,24,0.1371,5,0.09615,14,0.2692,0,0,19,0.3654,4,0.07692,0,0,0,0,0,0,0,0.05714,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(745),192,173,0.09896,0,0,0,0,3,2,0.03745,0.0111,0.009709,0,0,0,690,173,22,22,0,287,145,359,186,4,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,17,0.09827,78,0.4509,0,0,10,0.0578,23,0.1329,2,0.1053,1,0.05263,0,0,15,0.7895,0,0,0,0,0,0,0,0,0,0.0578,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(758),39,35,0.1026,0,0,0,0,4,0,0.05063,0,0,0,0,0,75,35,0,1,0,4,30,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02857,16,0.4571,0,0,4,0.1143,4,0.1143,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.1143,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(763),39,36,0.07692,0,0,0,0,4,0,0.03371,0,0,0,0,0,86,37,1,3,0,9,31,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.08333,16,0.4444,0,0,2,0.05556,5,0.1389,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.05556,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(726),45,40,0.1111,0,0,0,0,1,1,0.03185,0,0,0,0,0,152,41,4,7,0,51,32,71,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.15,17,0.425,0,0,2,0.05,5,0.125,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.05,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(727),24,22,0.08333,0,0,0,0,2,0,0.03077,0,0,0,0,0,63,22,0,3,0,16,18,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1364,9,0.4091,0,0,1,0.04545,3,0.1364,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.04545,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(708),27,25,0.07407,0,0,0,0,1,0,0.0303,0,0,0,0,0,64,23,4,2,0,10,22,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,11,0.44,0,0,1,0.04,3,0.12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.04,0,0
benchmarks/snu-npb/nauseous/CG/src/cg.c(700),50,4,0.92,2,0,0,0.4565,1,1,0.127,0.007937,0.007937,0.2913,0.1068,0.06796,7,3,0,0,0,0,3,0,4,103,42,5,6,0,11,35,29,39,43,20,1,5,0,6,16,16,16,0,0,2,0.5,0,0,1,0.25,0,0,5,0.1087,18,0.3913,0,0,6,0.1304,6,0.1304,4,0.1905,8,0.381,0,0,1,0.25,2,0.09524
benchmarks/snu-npb/nauseous/CG/src/cg.c(701),39,11,0.7179,1,0,0,0.3571,2,0,0.3407,0.03297,0.03297,0.1622,0.1622,0.05405,23,11,0,1,0,0,9,3,11,37,25,1,2,0,9,24,13,0,19,9,0,2,0,8,8,11,11,1,0.09091,5,0.4545,0,0,1,0.09091,1,0.09091,2,0.07143,12,0.4286,0,0,2,0.07143,5,0.1786,2,0.2,4,0.4,0,0,0,0.09091,1,0.1
benchmarks/snu-npb/nauseous/CG/src/cg.c(696),15,13,0.1333,0,0,0,0,1,0,0.05882,0,0,0,0,0,32,13,0,2,0,4,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1538,5,0.3846,0,0,1,0.07692,1,0.07692,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.07692,0,0
benchmarks/snu-npb/nauseous/common/randdp.c(122),67,7,0.8955,1,0,0,0.06667,1,0,0.3885,0.006369,0.006369,0.09877,0.09877,0.04938,15,7,0,1,0,0,5,3,7,81,59,4,11,0,7,48,33,0,7,2,0,2,0,3,2,5,5,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,10,0.1667,24,0.4,0,0,2,0.03333,1,0.01667,2,0.5,1,0.25,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/DC/src/adc.c(44),63,16,0.746,0,0,0,0,1,0,0.1557,0.01639,0.01639,0,0,0,30,14,0,0,0,0,14,0,16,73,37,5,1,0,0,36,7,30,0,0,0,0,0,0,0,0,0,0,0,7,0.4375,0,0,2,0.125,3,0.1875,4,0.08511,24,0.5106,3,0.06383,7,0.1489,8,0.1702,0,0,0,0,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/DC/src/adc.c(77),57,11,0.807,1,0,0,0.6739,1,1,0.2128,0.04255,0.03546,0.08989,0.04494,0.04494,22,9,1,1,0,0,7,4,11,89,38,5,8,0,4,32,23,34,70,33,4,3,0,0,27,13,13,1,0.09091,5,0.4545,0,0,2,0.1818,0,0,6,0.1304,18,0.3913,0,0,9,0.1957,5,0.1087,2,0.06452,16,0.5161,0,0,2,0.1818,4,0.129
benchmarks/snu-npb/nauseous/DC/src/adc.c(79),32,30,0.0625,0,0,0,0,2,0,0.03077,0,0,0,0,0,63,32,0,1,0,0,27,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03333,16,0.5333,0,0,2,0.06667,4,0.1333,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.06667,0,0
benchmarks/snu-npb/nauseous/DC/src/adc.c(138),37,33,0.1081,0,0,0,0,1,1,0.04651,0,0,0,0,0,82,31,4,3,0,4,28,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09091,14,0.4242,0,0,3,0.09091,2,0.06061,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.09091,0,0
benchmarks/snu-npb/nauseous/DC/src/adc.c(139),26,20,0.2308,0,0,0,0,2,0,0.1273,0.01818,0.01818,0,0,0,42,18,0,1,0,3,18,4,20,6,4,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0.05,9,0.45,0,0,2,0.1,2,0.1,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,0,0,0,0,0,0,0,0.1,0,0
